0,0,0,0,0,0,0
1,0.0781209105551035,-2.641589374895497,10,0.0781209105551035,-2.641589374895497,10
2,5.0781209105551035,-3.2030641760373677,15.0,5.0,-0.5614748011418706,5.0
3,10.078120910555104,-5.45355694259235,20.0,5.0,-2.250492766554982,5.0
4,8.477339392272782,-2.7687852576343968,25.0,-1.6007815182823215,2.684771684957953,5.0
5,4.24439489184711,2.2312147423656032,30.0,-4.232944500425672,5.0,5.0
6,7.681535320527993,4.4387743945103,35.0,3.437140428680883,2.207559652144697,5.0
7,4.044361312056233,9.4387743945103,40.0,-3.63717400847176,5.0,5.0
8,4.322698186500865,4.807677403704762,45.0,0.2783368744446326,-4.631096990805538,5.0
9,9.322698186500865,1.626343505134992,50.0,5.0,-3.18133389856977,5.0
10,8.773683634202104,0.07359931347896631,55.0,-0.5490145522987611,-1.5527441916560256,5.0
11,13.773683634202104,5.073599313478966,60.0,5.0,5.0,5.0
12,18.773683634202104,2.9814691928309123,65.0,5.0,-2.092130120648054,5.0
13,23.773683634202104,7.981469192830913,70.0,5.0,5.0,5.0
14,28.773683634202104,12.981469192830913,75.0,5.0,5.0,5.0
15,33.7736836342021,11.381881864133213,80.0,4.9999999999999964,-1.5995873286976998,5.0
16,38.7736836342021,6.944272365215504,85.0,5.0,-4.437609498917709,5.0
17,43.7736836342021,11.944272365215504,90.0,5.0,5.0,5.0
18,48.7736836342021,16.288180092315397,95.0,5.0,4.343907727099893,5.0
19,53.7736836342021,17.808055198489775,100.0,5.0,1.5198751061743785,5.0
20,49.687896923615654,21.197369536744127,105.0,-4.085786710586447,3.3893143382543514,5.0
21,54.687896923615654,26.197369536744127,110.0,5.0,5.0,5.0
22,59.687896923615654,31.197369536744127,115.0,5.0,5.0,5.0
23,64.68789692361565,36.19736953674413,120.0,5.0,5.0,5.0
24,69.5499959354982,41.19736953674413,125.0,4.862099011882549,5.0,5.0
25,74.5499959354982,46.19736953674413,130.0,5.0,5.0,5.0
26,79.5499959354982,51.19736953674413,135.0,5.0,5.0,5.0
27,84.5499959354982,56.19736953674413,140.0,5.0,5.0,5.0
28,89.5499959354982,61.19736953674413,145.0,5.0,5.0,5.0
29,94.5499959354982,58.037563754029826,150.0,5.0,-3.159805782714301,5.0
30,99.5499959354982,63.037563754029826,155.0,5.0,5.0,5.0
31,104.5499959354982,68.03756375402983,160.0,5.0,5.000000000000007,5.0
32,109.5499959354982,73.03756375402983,165.0,5.0,5.0,5.0
33,106.07266628872799,78.03756375402983,170.0,-3.4773296467702153,5.0,5.0
34,111.07266628872799,83.03756375402983,175.0,5.0,5.0,5.0
35,116.07266628872799,88.03756375402983,180.0,5.0,5.0,5.0
36,121.07266628872799,93.03756375402983,185.0,5.0,5.0,5.0
37,126.07266628872799,98.03756375402983,190.0,5.0,5.0,5.0
38,131.072666288728,103.03756375402983,195.0,5.0,5.0,5.0
39,128.95917180291838,108.03756375402983,200.0,-2.1134944858096105,5.0,5.0
40,133.95917180291838,113.03756375402983,205.0,5.0,5.0,5.0
41,138.95917180291838,118.03756375402983,210.0,5.0,5.0,5.0
42,143.95917180291838,123.03756375402983,215.0,5.0,5.0,5.0
43,148.95917180291838,128.03756375402983,220.0,5.0,5.0,5.0
44,153.95917180291838,133.03756375402983,225.0,5.0,5.0,5.0
45,158.95917180291838,138.03756375402983,230.0,5.0,5.0,5.0
46,163.95917180291838,143.03756375402983,235.0,5.0,5.0,5.0
47,168.95917180291838,148.03756375402983,240.0,5.0,5.0,5.0
48,173.95917180291838,153.03756375402983,245.0,5.0,5.0,5.0
49,178.95917180291838,158.03756375402983,250.0,5.0,5.0,5.0
50,183.95917180291838,158.30445789916047,255.0,5.0,0.26689414513063525,5.0
51,188.95917180291838,163.30445789916047,260.0,5.0,5.0,5.0
52,193.95917180291838,168.30445789916047,265.0,5.0,5.0,5.0
53,198.95917180291838,173.30445789916047,270.0,5.0,5.0,5.0
54,203.95917180291838,178.30445789916047,275.0,5.0,5.0,5.0
55,208.95917180291838,183.30445789916047,280.0,5.0,5.0,5.0
56,213.95917180291838,188.30445789916047,285.0,5.0,5.0,5.0
57,218.95917180291838,193.30445789916047,290.0,5.0,5.0,5.0
58,223.95917180291838,198.30445789916047,295.0,5.0,5.0,5.0
59,228.95917180291838,203.30445789916047,300.0,5.0,5.0,5.0
60,233.95917180291838,208.30445789916047,305.0,5.0,5.0,5.0
61,238.95917180291838,213.30445789916047,310.0,5.0,5.0,5.0
62,243.95917180291838,218.30445789916047,315.0,5.0,5.0,5.0
63,248.95917180291838,223.30445789916047,320.0,5.0,5.0,5.0
64,253.95917180291838,228.30445789916047,325.0,5.0,5.0,5.0
