0,8.14984988902,-0.523705838628,43.5635858735,0,0,0
1,18.7446547448,-1.20452342884,130.563585873,10.5948048557,-0.680817590216,87.0
2,24.978472615,-7.08733436764,122.196247509,6.23381787022,-5.8828109388,-8.3673383645
3,30.091811735,-46.7177995269,76.8513692706,5.11333912005,-39.6304651592,-45.3448782384
4,15.7524917111,40.2822004731,163.851369271,-14.3393200239,87.0,87.0
5,-43.3279443438,10.0321306069,120.458149322,-59.0804360549,-30.2500698663,-43.3932199482
6,43.6720556562,97.0321306069,207.458149322,87.0,87.0,87.0
7,-31.3129472702,88.3569699145,168.553743441,-74.9850029264,-8.6751606924,-38.9044058809
8,55.6870527298,42.3041003219,255.553743441,87.0,-46.0528695925,87.0
9,142.68705273,129.304100322,226.973609915,87.0,87.0,-28.5801335261
10,118.121545999,84.2825002591,313.973609915,-24.5655067307,-45.0216000628,87.0
11,35.5208805186,171.282500259,309.139302805,-82.6006654805,87.0,-4.83430711004
12,122.520880519,128.632820115,271.920396452,87.0,-42.6496801444,-37.2189063531
13,209.520880519,215.632820115,358.920396452,87.0,87.0,87.0
14,167.439349913,178.438555783,334.21691184,-42.0815306052,-37.1942643322,-24.7034846121
15,254.439349913,265.438555783,251.298897232,87.0,87.0,-82.9180146079
16,218.551829521,240.791747819,338.298897232,-35.887520392,-24.646807964,87.0
17,305.551829521,158.004089501,425.298897232,87.0,-82.7876583171,87.0
18,283.91053262,245.004089501,382.487463634,-21.6412969015,87.0,-42.8114335982
19,208.035549746,332.004089501,469.487463634,-75.8749828736,87.0,87.0
20,295.035549746,289.492475372,431.921166358,87.0,-42.5116141294,-37.5662972758
21,382.035549746,376.492475372,518.921166358,87.0,87.0,87.0
22,355.423089137,339.615762874,493.418682624,-26.6124606092,-36.8767124976,-25.5024837342
23,442.423089137,426.615762874,408.662970035,87.0,87.0,-84.7557125888
24,442.114429736,402.69932413,495.662970035,-0.308659401126,-23.9164387445,87.0
25,415.304513113,321.591515018,582.662970035,-26.8099166226,-81.1078091123,87.0
26,502.304513113,408.591515018,535.624831081,87.0,87.0,-47.0381389541
27,501.541704881,495.591515018,622.624831081,-0.762808231957,87.0,87.0
